País de residencia	Tipo de dato	Gastos y duración media de los viajes	Periodo	Total
Italia	Dato base	Gasto medio diario por persona	2020M02	134
Italia	Dato base	Gasto medio diario por persona	2020M01	119
Italia	Dato base	Gasto medio diario por persona	2019M12	115
Italia	Dato base	Gasto medio diario por persona	2019M11	133
Italia	Dato base	Gasto medio diario por persona	2019M10	129
Italia	Dato base	Gasto medio diario por persona	2019M09	130
Italia	Dato base	Gasto medio diario por persona	2019M08	137
Italia	Dato base	Gasto medio diario por persona	2019M07	140
Italia	Dato base	Gasto medio diario por persona	2019M06	131
Italia	Dato base	Gasto medio diario por persona	2019M05	134
Italia	Dato base	Gasto medio diario por persona	2019M04	128
Italia	Dato base	Gasto medio diario por persona	2019M03	137
Italia	Dato base	Gasto medio diario por persona	2019M02	107
Italia	Dato base	Gasto medio diario por persona	2019M01	118
Italia	Dato base	Gasto medio diario por persona	2018M12	131
Italia	Dato base	Gasto medio diario por persona	2018M11	127
Italia	Dato base	Gasto medio diario por persona	2018M10	126
Italia	Dato base	Gasto medio diario por persona	2018M09	116
Italia	Dato base	Gasto medio diario por persona	2018M08	141
Italia	Dato base	Gasto medio diario por persona	2018M07	137
Italia	Dato base	Gasto medio diario por persona	2018M06	130
Italia	Dato base	Gasto medio diario por persona	2018M05	132
Italia	Dato base	Gasto medio diario por persona	2018M04	143
Italia	Dato base	Gasto medio diario por persona	2018M03	109
Italia	Dato base	Gasto medio diario por persona	2018M02	110
Italia	Dato base	Gasto medio diario por persona	2018M01	107
Italia	Dato base	Gasto medio diario por persona	2017M12	97
Italia	Dato base	Gasto medio diario por persona	2017M11	115
Italia	Dato base	Gasto medio diario por persona	2017M10	108
Italia	Dato base	Gasto medio diario por persona	2017M09	116
Italia	Dato base	Gasto medio diario por persona	2017M08	125
Italia	Dato base	Gasto medio diario por persona	2017M07	122
Italia	Dato base	Gasto medio diario por persona	2017M06	115
Italia	Dato base	Gasto medio diario por persona	2017M05	123
Italia	Dato base	Gasto medio diario por persona	2017M04	124
Italia	Dato base	Gasto medio diario por persona	2017M03	109
Italia	Dato base	Gasto medio diario por persona	2017M02	109
Italia	Dato base	Gasto medio diario por persona	2017M01	116
Italia	Dato base	Gasto medio diario por persona	2016M12	87
Italia	Dato base	Gasto medio diario por persona	2016M11	101
Italia	Dato base	Gasto medio diario por persona	2016M10	95
Italia	Dato base	Gasto medio diario por persona	2016M09	112
Italia	Dato base	Gasto medio diario por persona	2016M08	120
Italia	Dato base	Gasto medio diario por persona	2016M07	111
Italia	Dato base	Gasto medio diario por persona	2016M06	121
Italia	Dato base	Gasto medio diario por persona	2016M05	116
Italia	Dato base	Gasto medio diario por persona	2016M04	125
Italia	Dato base	Gasto medio diario por persona	2016M03	106
Italia	Dato base	Gasto medio diario por persona	2016M02	101
Italia	Dato base	Gasto medio diario por persona	2016M01	101
Italia	Dato base	Gasto medio diario por persona	2015M12	86
Italia	Dato base	Gasto medio diario por persona	2015M11	124
Italia	Dato base	Gasto medio diario por persona	2015M10	104
Italia	Dato base	Duración media de los viajes	2020M09	7,63
Italia	Dato base	Duración media de los viajes	2020M08	7,69
Italia	Dato base	Duración media de los viajes	2020M07	6,84
Italia	Dato base	Duración media de los viajes	2020M06	5,03
Italia	Dato base	Duración media de los viajes	2020M05	0,00
Italia	Dato base	Duración media de los viajes	2020M04	0,00
Italia	Dato base	Duración media de los viajes	2020M03	5,71
Italia	Dato base	Duración media de los viajes	2020M02	5,67
Italia	Dato base	Duración media de los viajes	2020M01	6,56
Italia	Dato base	Duración media de los viajes	2019M12	6,71
Italia	Dato base	Duración media de los viajes	2019M11	5,27
Italia	Dato base	Duración media de los viajes	2019M10	5,63
Italia	Dato base	Duración media de los viajes	2019M09	6,55
Italia	Dato base	Duración media de los viajes	2019M08	6,93
Italia	Dato base	Duración media de los viajes	2019M07	6,70
Italia	Dato base	Duración media de los viajes	2019M06	5,60
Italia	Dato base	Duración media de los viajes	2019M05	4,81
Italia	Dato base	Duración media de los viajes	2019M04	5,14
Italia	Dato base	Duración media de los viajes	2019M03	5,33
Italia	Dato base	Duración media de los viajes	2019M02	6,54
Italia	Dato base	Duración media de los viajes	2019M01	6,28
Italia	Dato base	Duración media de los viajes	2018M12	5,21
Italia	Dato base	Duración media de los viajes	2018M11	5,39
Italia	Dato base	Duración media de los viajes	2018M10	5,93
Italia	Dato base	Duración media de los viajes	2018M09	6,90
Italia	Dato base	Duración media de los viajes	2018M08	6,77
Italia	Dato base	Duración media de los viajes	2018M07	6,57
Italia	Dato base	Duración media de los viajes	2018M06	5,55
Italia	Dato base	Duración media de los viajes	2018M05	4,98
Italia	Dato base	Duración media de los viajes	2018M04	4,44
Italia	Dato base	Duración media de los viajes	2018M03	6,68
Italia	Dato base	Duración media de los viajes	2018M02	6,70
Italia	Dato base	Duración media de los viajes	2018M01	6,54
Italia	Dato base	Duración media de los viajes	2017M12	7,59
Italia	Dato base	Duración media de los viajes	2017M11	6,11
Italia	Dato base	Duración media de los viajes	2017M10	7,50
Italia	Dato base	Duración media de los viajes	2017M09	6,53
Italia	Dato base	Duración media de los viajes	2017M08	7,66
Italia	Dato base	Duración media de los viajes	2017M07	6,90
Italia	Dato base	Duración media de los viajes	2017M06	6,38
Italia	Dato base	Duración media de los viajes	2017M05	5,23
Italia	Dato base	Duración media de los viajes	2017M04	5,30
Italia	Dato base	Duración media de los viajes	2017M03	6,05
Italia	Dato base	Duración media de los viajes	2017M02	6,85
Italia	Dato base	Duración media de los viajes	2017M01	5,92
Italia	Dato base	Duración media de los viajes	2016M12	9,26
Italia	Dato base	Duración media de los viajes	2016M11	6,54
Italia	Dato base	Duración media de los viajes	2016M10	7,88
Italia	Dato base	Duración media de los viajes	2016M09	7,39
Italia	Dato base	Duración media de los viajes	2016M08	7,83
Italia	Dato base	Duración media de los viajes	2016M07	7,47
Italia	Dato base	Duración media de los viajes	2016M06	5,67
Italia	Dato base	Duración media de los viajes	2016M05	5,60
Italia	Dato base	Duración media de los viajes	2016M04	4,87
Italia	Dato base	Duración media de los viajes	2016M03	7,03
Italia	Dato base	Duración media de los viajes	2016M02	6,80
Italia	Dato base	Duración media de los viajes	2016M01	6,65
Italia	Dato base	Duración media de los viajes	2015M12	8,30
Italia	Dato base	Duración media de los viajes	2015M11	5,31
Italia	Dato base	Duración media de los viajes	2015M10	6,97
Italia	Tasa de variación anual	Gasto total	2020M09	-87,65
Italia	Tasa de variación anual	Gasto total	2020M08	-80,04
Italia	Tasa de variación anual	Gasto total	2020M07	-80,80
Italia	Tasa de variación anual	Gasto total	2020M06	-97,56
Italia	Tasa de variación anual	Gasto total	2020M05	-100,00
Italia	Tasa de variación anual	Gasto total	2020M04	-100,00
Italia	Tasa de variación anual	Gasto total	2020M03	-78,09
Italia	Tasa de variación anual	Gasto total	2020M02	2,34
Italia	Tasa de variación anual	Gasto total	2020M01	0,22
Italia	Tasa de variación anual	Gasto total	2019M12	16,40
Italia	Tasa de variación anual	Gasto total	2019M11	5,10
Italia	Tasa de variación anual	Gasto total	2019M10	-3,15
Italia	Tasa de variación anual	Gasto total	2019M09	-1,67
Italia	Tasa de variación anual	Gasto total	2019M08	5,38
Italia	Tasa de variación anual	Gasto total	2019M07	2,89
Italia	Tasa de variación anual	Gasto total	2019M06	-1,54
Italia	Tasa de variación anual	Gasto total	2019M05	15,56
Italia	Tasa de variación anual	Gasto total	2019M04	16,55
Italia	Tasa de variación anual	Gasto total	2019M03	13,71
Italia	Tasa de variación anual	Gasto total	2019M02	7,91
Italia	Tasa de variación anual	Gasto total	2019M01	0,49
Italia	Tasa de variación anual	Gasto total	2018M12	4,80
Italia	Tasa de variación anual	Gasto total	2018M11	9,30
Italia	Tasa de variación anual	Gasto total	2018M10	-2,08
Italia	Tasa de variación anual	Gasto total	2018M09	27,57
Italia	Tasa de variación anual	Gasto total	2018M08	-2,64
Italia	Tasa de variación anual	Gasto total	2018M07	1,23
Italia	Tasa de variación anual	Gasto total	2018M06	1,22
Italia	Tasa de variación anual	Gasto total	2018M05	-4,32
Italia	Tasa de variación anual	Gasto total	2018M04	-4,03
Italia	Tasa de variación anual	Gasto total	2018M03	17,47
Italia	Tasa de variación anual	Gasto total	2018M02	8,69
Italia	Tasa de variación anual	Gasto total	2018M01	3,50
Italia	Tasa de variación anual	Gasto total	2017M12	-8,55
Italia	Tasa de variación anual	Gasto total	2017M11	15,56
Italia	Tasa de variación anual	Gasto total	2017M10	13,07
Italia	Tasa de variación anual	Gasto total	2017M09	2,49
Italia	Tasa de variación anual	Gasto total	2017M08	-0,70
Italia	Tasa de variación anual	Gasto total	2017M07	16,36
Italia	Tasa de variación anual	Gasto total	2017M06	10,67
Italia	Tasa de variación anual	Gasto total	2017M05	13,16
Italia	Tasa de variación anual	Gasto total	2017M04	22,20
Italia	Tasa de variación anual	Gasto total	2017M03	-4,81
Italia	Tasa de variación anual	Gasto total	2017M02	4,73
Italia	Tasa de variación anual	Gasto total	2017M01	15,67
Italia	Tasa de variación anual	Gasto total	2016M12	23,24
Italia	Tasa de variación anual	Gasto total	2016M11	11,92
Italia	Tasa de variación anual	Gasto total	2016M10	14,86
Italia	Tasa de variación anual	Gasto total	2016M09	8,58
Italia	Tasa de variación anual	Gasto total	2016M08	1,95
Italia	Tasa de variación anual	Gasto total	2016M07	-1,10
Italia	Tasa de variación anual	Gasto total	2016M06	11,32
Italia	Tasa de variación anual	Gasto total	2016M05	-8,01
Italia	Tasa de variación anual	Gasto total	2016M04	-8,15
Italia	Tasa de variación anual	Gasto total	2016M03	6,95
Italia	Tasa de variación anual	Gasto total	2016M02	-8,19
Italia	Tasa de variación anual	Gasto total	2016M01	2,03
Italia	Tasa de variación anual	Gasto total	2015M12	10,91
Italia	Tasa de variación anual	Gasto total	2015M11	4,11
Italia	Tasa de variación anual	Gasto total	2015M10	5,60
Italia	Tasa de variación anual	Gasto medio por persona	2020M09	-10,62
Italia	Tasa de variación anual	Gasto medio por persona	2020M08	-2,88
Italia	Tasa de variación anual	Gasto medio por persona	2020M07	-10,74
Italia	Tasa de variación anual	Gasto medio por persona	2020M06	-5,13
Italia	Tasa de variación anual	Gasto medio por persona	2020M05	-100,00
Italia	Tasa de variación anual	Gasto medio por persona	2020M04	-100,00
Italia	Tasa de variación anual	Gasto medio por persona	2020M03	0,43
Italia	Tasa de variación anual	Gasto medio por persona	2020M02	8,36
Italia	Tasa de variación anual	Gasto medio por persona	2020M01	5,21
Italia	Tasa de variación anual	Gasto medio por persona	2019M12	13,62
Italia	Tasa de variación anual	Gasto medio por persona	2019M11	2,76
Italia	Tasa de variación anual	Gasto medio por persona	2019M10	-2,97
Italia	Tasa de variación anual	Gasto medio por persona	2019M09	6,53
Italia	Tasa de variación anual	Gasto medio por persona	2019M08	-0,14
Italia	Tasa de variación anual	Gasto medio por persona	2019M07	4,76
Italia	Tasa de variación anual	Gasto medio por persona	2019M06	1,95
Italia	Tasa de variación anual	Gasto medio por persona	2019M05	-1,83
Italia	Tasa de variación anual	Gasto medio por persona	2019M04	4,19
Italia	Tasa de variación anual	Gasto medio por persona	2019M03	0,52
Italia	Tasa de variación anual	Gasto medio por persona	2019M02	-4,71
Italia	Tasa de variación anual	Gasto medio por persona	2019M01	6,30
Italia	Tasa de variación anual	Gasto medio por persona	2018M12	-8,04
Italia	Tasa de variación anual	Gasto medio por persona	2018M11	-2,92
Italia	Tasa de variación anual	Gasto medio por persona	2018M10	-8,28
Italia	Tasa de variación anual	Gasto medio por persona	2018M09	5,41
Italia	Tasa de variación anual	Gasto medio por persona	2018M08	-0,60
Italia	Tasa de variación anual	Gasto medio por persona	2018M07	6,31
Italia	Tasa de variación anual	Gasto medio por persona	2018M06	-1,64
Italia	Tasa de variación anual	Gasto medio por persona	2018M05	2,04
Italia	Tasa de variación anual	Gasto medio por persona	2018M04	-3,87
Italia	Tasa de variación anual	Gasto medio por persona	2018M03	10,02
Italia	Tasa de variación anual	Gasto medio por persona	2018M02	-1,80
Italia	Tasa de variación anual	Gasto medio por persona	2018M01	1,42
Italia	Tasa de variación anual	Gasto medio por persona	2017M12	-8,08
Italia	Tasa de variación anual	Gasto medio por persona	2017M11	6,08
Italia	Tasa de variación anual	Gasto medio por persona	2017M10	8,92
Italia	Tasa de variación anual	Gasto medio por persona	2017M09	-8,27
Italia	Tasa de variación anual	Gasto medio por persona	2017M08	2,44
Italia	Tasa de variación anual	Gasto medio por persona	2017M07	1,50
Italia	Tasa de variación anual	Gasto medio por persona	2017M06	6,85
Italia	Tasa de variación anual	Gasto medio por persona	2017M05	-0,95
Italia	Tasa de variación anual	Gasto medio por persona	2017M04	7,80
Italia	Tasa de variación anual	Gasto medio por persona	2017M03	-10,79
Italia	Tasa de variación anual	Gasto medio por persona	2017M02	9,03
Italia	Tasa de variación anual	Gasto medio por persona	2017M01	2,79
Italia	Tasa de variación anual	Gasto medio por persona	2016M12	12,51
Italia	Tasa de variación anual	Gasto medio por persona	2016M11	0,94
Italia	Tasa de variación anual	Gasto medio por persona	2016M10	2,84
Italia	Tasa de variación anual	Gasto medio por persona	2016M09	2,52
Italia	Tasa de variación anual	Gasto medio por persona	2016M08	6,13
Italia	Tasa de variación anual	Gasto medio por persona	2016M07	-3,97
Italia	Tasa de variación anual	Gasto medio por persona	2016M06	-3,29
Italia	Tasa de variación anual	Gasto medio por persona	2016M05	-3,59
Italia	Tasa de variación anual	Gasto medio por persona	2016M04	-9,35
Italia	Tasa de variación anual	Gasto medio por persona	2016M03	-5,84
Italia	Tasa de variación anual	Gasto medio por persona	2016M02	-18,80
Italia	Tasa de variación anual	Gasto medio por persona	2016M01	-7,85
Italia	Tasa de variación anual	Gasto medio por persona	2015M12	1,95
Italia	Tasa de variación anual	Gasto medio por persona	2015M11	-3,65
Italia	Tasa de variación anual	Gasto medio por persona	2015M10	2,13
